id,productvar,Variant,parent_prod_id,stock,sales,QtySoled,Artist_Name
119735,F.R.I.E.N.D.S: Logo - Variant ( XS ), ( XS ),119687,300,19168,32,F.R.I.E.N.D.S™ 
119739,F.R.I.E.N.D.S: Logo - Variant ( XL ), ( XL ),119687,148,29351,49,F.R.I.E.N.D.S™ 
119736,F.R.I.E.N.D.S: Logo - Variant ( S ), ( S ),119687,171,32945,55,F.R.I.E.N.D.S™ 
119737,F.R.I.E.N.D.S: Logo - Variant ( M ), ( M ),119687,168,40133,67,F.R.I.E.N.D.S™ 
119738,F.R.I.E.N.D.S: Logo - Variant ( L ), ( L ),119687,166,49118,82,F.R.I.E.N.D.S™ 
119440,Drama Queen - Variant ( XXL ), ( XXL ),119408,99,43128,72,The Souled Store 
119435,Drama Queen - Variant ( XS ), ( XS ),119408,77,24559,41,The Souled Store 
119439,Drama Queen - Variant ( XL ), ( XL ),119408,5,42529,71,The Souled Store 
119436,Drama Queen - Variant ( S ), ( S ),119408,290,25158,42,The Souled Store 
119437,Drama Queen - Variant ( M ), ( M ),119408,44,58103,97,The Souled Store 
119438,Drama Queen - Variant ( L ), ( L ),119408,113,49118,82,The Souled Store 
127044,Cute but Psycho - Variant ( XXL ), ( XXL ),127035,79,20366,34,The Souled Store 
127039,Cute but Psycho - Variant ( XS ), ( XS ),127035,16,7188,12,The Souled Store 
127043,Cute but Psycho - Variant ( XL ), ( XL ),127035,78,12579,21,The Souled Store 
127040,Cute but Psycho - Variant ( S ), ( S ),127035,184,17371,29,The Souled Store 
127041,Cute but Psycho - Variant ( M ), ( M ),127035,62,16772,28,The Souled Store 
127042,Cute but Psycho - Variant ( L ), ( L ),127035,92,7787,13,The Souled Store 
140507,Cute AF - Variant ( XXL ), ( XXL ),140477,16,4194,6,The Souled Store 
140502,Cute AF - Variant ( XS ), ( XS ),140477,6,11184,16,The Souled Store 
140506,Cute AF - Variant ( XL ), ( XL ),140477,17,6291,9,The Souled Store 
140503,Cute AF - Variant ( S ), ( S ),140477,26,3495,5,The Souled Store 
140504,Cute AF - Variant ( M ), ( M ),140477,68,7689,11,The Souled Store 
140505,Cute AF - Variant ( L ), ( L ),140477,2,2097,3,The Souled Store 
131936,Cat Yoga Pattern - Variant ( XXL ), ( XXL ),131930,9,25158,42,The Souled Store 
131931,Cat Yoga Pattern - Variant ( XS ), ( XS ),131930,53,15574,26,The Souled Store 
131935,Cat Yoga Pattern - Variant ( XL ), ( XL ),131930,53,17970,30,The Souled Store 
131932,Cat Yoga Pattern - Variant ( S ), ( S ),131930,65,33544,56,The Souled Store 
131933,Cat Yoga Pattern - Variant ( M ), ( M ),131930,336,26955,45,The Souled Store 
131934,Cat Yoga Pattern - Variant ( L ), ( L ),131930,166,13777,23,The Souled Store 
134083,Captain Marvel: Logo - Variant ( XXL ), ( XXL ),134077,0,599,1,Marvel™ 
134078,Captain Marvel: Logo - Variant ( XS ), ( XS ),134077,0,1797,3,Marvel™ 
134082,Captain Marvel: Logo - Variant ( XL ), ( XL ),134077,0,16173,27,Marvel™ 
134079,Captain Marvel: Logo - Variant ( S ), ( S ),134077,0,24559,41,Marvel™ 
134080,Captain Marvel: Logo - Variant ( M ), ( M ),134077,-1,18569,31,Marvel™ 
134081,Captain Marvel: Logo - Variant ( L ), ( L ),134077,0,13178,22,Marvel™ 
139608,Camo Print - Variant ( XXL ), ( XXL ),139602,24,141897,203,The Souled Store 
139603,Camo Print - Variant ( XS ), ( XS ),139602,0,16776,24,The Souled Store 
139607,Camo Print - Variant ( XL ), ( XL ),139602,0,81084,116,The Souled Store 
139604,Camo Print - Variant ( S ), ( S ),139602,0,18174,26,The Souled Store 
139605,Camo Print - Variant ( M ), ( M ),139602,1,42639,61,The Souled Store 
139606,Camo Print - Variant ( L ), ( L ),139602,0,68502,98,The Souled Store 
133964,Cactus Pattern - Variant ( XXL ), ( XXL ),133957,-1,5990,10,The Souled Store 
133959,Cactus Pattern - Variant ( XS ), ( XS ),133957,-1,13178,22,The Souled Store 
133963,Cactus Pattern - Variant ( XL ), ( XL ),133957,0,22163,37,The Souled Store 
133960,Cactus Pattern - Variant ( S ), ( S ),133957,-1,5391,9,The Souled Store 
133961,Cactus Pattern - Variant ( M ), ( M ),133957,0,5391,9,The Souled Store 
133962,Cactus Pattern - Variant ( L ), ( L ),133957,0,42529,71,The Souled Store 
140485,Boats And Waves - Variant ( S ), ( S ),140474,0,1797,3,The Souled Store 
140486,Boats And Waves - Variant ( M ), ( M ),140474,1,1198,2,The Souled Store 
140487,Boats And Waves - Variant ( L ), ( L ),140474,0,599,1,The Souled Store 
146479,Blah - Variant ( XXL ), ( XXL ),146473,0,4792,8,The Souled Store 
146474,Blah - Variant ( XS ), ( XS ),146473,0,9584,16,The Souled Store 
146478,Blah - Variant ( XL ), ( XL ),146473,0,12579,21,The Souled Store 
146475,Blah - Variant ( S ), ( S ),146473,15,10782,18,The Souled Store 
146476,Blah - Variant ( M ), ( M ),146473,25,14975,25,The Souled Store 
146477,Blah - Variant ( L ), ( L ),146473,16,8985,15,The Souled Store 
133568,Addicted To Black - Variant ( XXL ), ( XXL ),133560,21,10782,18,The Souled Store 
133563,Addicted To Black - Variant ( XS ), ( XS ),133560,25,599,1,The Souled Store 
133567,Addicted To Black - Variant ( XL ), ( XL ),133560,18,9584,16,The Souled Store 
133564,Addicted To Black - Variant ( S ), ( S ),133560,85,4792,8,The Souled Store 
133565,Addicted To Black - Variant ( M ), ( M ),133560,74,4193,7,The Souled Store 
133566,Addicted To Black - Variant ( L ), ( L ),133560,20,9584,16,The Souled Store 
